ID,Country,station,location,lon,lat,Q50,Q80,Q90
G5163,Uganda,G5163,Na,31.95,3.65,6752.41259765625,7242.3177734375,7477.979833984376
G5179,Uganda,G5179,Na,31.45,2.25,4182.488525390625,4706.96103515625,5022.80498046875
G5194,Uganda,G5194,Na,32.15,1.65,4140.905517578125,4593.8818359375,4876.586083984375
G5195,Uganda,G5195,Na,32.05,1.55,112.1636734008789,146.88799133300782,170.16371307373046
G5196,Uganda,G5196,Uganda Gauge,33.85,1.75,67.1167984008789,108.0864959716797,123.65921478271486
G5200,Uganda,G5200,Magoro Ngariam,33.95,1.65,520.6350708007812,669.4466308593751,726.8055969238281
G5230,Uganda,G5230,Na,33.15,0.25,8000.275634765625,9293.323437500001,10004.05390625
G6106,Uganda,G6106,Kapelebyong,34.05,2.45,101.64305114746094,137.71098327636724,195.77284240722656
F0030,Uganda,F0030,R.ManafaatButaleja,34.04999924,0.949999988,401.28074645996094,452.3451232910156,489.44520874023436
F0032,Uganda,F0032,R.MpologomaatBudumba,33.75,0.75,615.8927307128906,699.1714843750001,875.2065734863282
F0033,Uganda,F0033,R.KyogaNileatMasindiport,32.04999924,1.649999976,4211.0830078125,4681.725390625001,4972.864794921878
F0033,Uganda,F0033,R.KyogaNileatMasindiport,32.04999924,1.649999976,4211.0830078125,4681.725390625001,4972.864794921878
F0034,Uganda,F0034,R.Kapiri,33.65000153,1.5499999519999998,424.3272399902344,520.8316162109375,541.1617919921875
F0035,Uganda,F0035,R.RwiziatMbararawaterworks,30.64999962,-0.649999976,81.43775177001953,96.68600006103517,120.01205902099625
F0035,Uganda,F0035,R.RwiziatMbararawaterworks,30.64999962,-0.649999976,81.43775177001953,96.68600006103517,120.01205902099625
F0036,Uganda,F0036,R.Muzizi,30.64999962,0.050000000999999995,29.375393867492676,40.386265563964855,47.64199790954591
F0037,Uganda,F0037,R.Aswa-ii,32.54999924,2.950000048,142.82342529296875,289.0907958984375,308.74756469726566
F0038,Uganda,F0038,R.Mitano,29.75,-0.75,907.0361633300781,1293.8728515625,1368.9765869140626
F0039,Uganda,F0039,R.Mayanja,32.15000153,0.649999976,63.493032455444336,87.11265258789062,89.32528457641601
F0041,Uganda,F0041,R.Nkusi,30.95000076,1.149999976,43.967525482177734,54.2095085144043,55.87301216125489
F0042,Uganda,F0042,R.PageratKitgum,33.75,3.150000095,145.42044067382812,230.93040466308594,278.6997131347663
